active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
10,2,True,0,10,0,3,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,13,10,296,fixed,10.0,0.030450000000000088,10,0,0,,0,0,4,40,0,2,2,281,packet_wide10_22,[],22024.00641531687,0,0.0,False,0,612.9801279999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,0,35,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,261,6129.80128,0.03047200001310557
5,0,True,0,5,1,1,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,10,10,283,fixed,15.0,0.024777999999999523,10,0,0,,,0,,32,0,,,271,wide15_22,[],22070.38699891133,0,0.0,False,,607.0077397,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,0,32,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,251,6070.077397,0.024780207953881472
8,2,True,0,8,2,3,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,11,10,340,fixed,15.0,0.03094899999999967,10,0,0,,0,0,2,38,0,3,2,327,packet_wide15_22,[],22157.298657400388,0,0.0,False,0,642.4459729,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,3,26,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,305,6424.459729,0.031000542046967894
12,4,True,0,12,0,0,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,10,10,312,fixed,20.0,0.027775999999999357,10,0,0,,,0,,32,0,,,300,wide20_22,[],25197.254793891483,0,0.0,False,,686.3450954,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,1,24,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,274,6863.450954,0.02777612500358373
10,1,True,0,10,1,2,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,11,10,323,fixed,20.0,0.030757000000001256,10,0,0,,0,0,4,41,0,3,2,310,packet_wide20_22,[],22098.931480549527,0,0.0,False,0,631.1786291000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,7,1,36,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6311.786291,0.030775124963838607
6,1,True,0,6,1,2,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,11,10,313,fixed,30.0,0.027592000000000283,10,0,0,,,0,,32,0,,,300,wide30_22,[],24458.915989270034,0,0.0,False,,672.2783194,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,14,0,5,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,278,6722.783194,0.027609207958448678
7,1,True,0,7,2,3,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,11,10,346,fixed,30.0,0.030405999999999267,10,0,0,,0,0,2,38,0,3,2,333,packet_wide30_22,[],23074.509193457874,0,0.0,False,0,663.9901837,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,0,17,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,307,6639.901837,0.030573083029594272
12,1,True,0,12,1,2,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,11,10,324,decay,20.0,0.031947999999999865,10,0,0,,0,0,3,43,0,3,2,311,packet_decay20_22,[],22053.21772330067,0,0.0,False,0,630.7643542,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,6,1,35,3,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6307.643542,0.0319972499855794
7,2,True,0,7,2,3,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,11,10,346,first,30.0,0.02986399999999989,10,0,0,,0,0,2,38,0,3,2,333,packet_first30_22,[],22480.971010597197,0,0.0,False,0,652.11942,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,0,17,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,307,6521.1942,0.02987283404218033
8,3,True,0,8,0,0,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,10,10,352,fixed,15.0,0.03167999999999971,10,0,0,,0,0,2,38,0,3,2,340,packet_f015_15_22,[],22584.72597778321,0,0.0,False,0,658.2945191,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,11,3,6,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,316,6582.945191,0.03169550001621246
7,1,True,0,7,0,1,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,11,10,298,fixed,10.0,0.02615800000000057,10,0,0,,,0,,32,0,,,285,wide_f05_10_22,[],24555.51948340703,0,0.0,False,,665.5103893,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,0,30,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,266,6655.103893,0.026182749948929995
30,4,True,0,30,2,3,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,16,15,328,,,0.04622700000000002,15,0,0,,,0,,37,0,,,310,quarter22,[],25054.39439020821,0,0.0,False,,461.05859173333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,28,17,28,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,277,6915.878876,0.04629604204092175
13,6,True,0,13,4,5,3,uniform__adversarial-spatial__68,uniform__adversarial-spatial,11,16,15,339,,,0.042925000000000324,15,0,0,,0,0,1,47,0,5,4,321,packet_center22,[],21965.425623155323,0,0.0,False,0,425.00567486666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,26,21,25,1,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,299,6375.085123,0.042999249999411404
25,5,True,0,25,2,3,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,16,15,327,fixed,3.0,0.04411799999999921,15,0,0,,,0,,37,0,,,309,wide3_22,[],25680.9306646881,0,0.0,False,,469.2790758,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,32,14,28,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,280,7039.186137,0.044165083032567054
21,6,True,0,21,2,3,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,16,15,329,fixed,3.0,0.04815800000000081,15,0,0,,0,0,2,54,0,4,4,311,packet_wide3_22,[],25080.91939674058,0,0.0,False,0,462.34559206666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,25,12,28,2,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,286,6935.183881,0.0481884169857949
21,6,True,0,21,3,3,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,12,15,15,311,fixed,5.0,0.03885499999999986,15,0,0,,,0,,37,0,,,294,wide5_22,[],26136.12908452795,0,0.0,False,,469.41505433333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,21,7,28,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,7041.225815,0.03890983300516382
8,4,True,0,8,2,3,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,16,15,343,fixed,5.0,0.038289000000000684,15,0,0,,0,0,1,43,0,3,2,325,packet_wide5_22,[],22064.54902284193,0,0.0,False,0,427.8606534666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,21,16,11,1,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,302,6417.909802,0.03830083296634257
15,4,True,0,15,2,6,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,19,15,338,fixed,10.0,0.04283400000000093,15,0,0,,,0,,37,0,,,317,wide10_22,[],24329.434219626863,0,0.0,False,,455.39245626666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,18,4,12,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,293,6830.886844,0.042850792000535876
15,4,True,0,15,2,6,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,19,15,338,fixed,10.0,0.04493699999999912,15,0,0,,0,0,1,48,0,3,2,317,packet_wide10_22,[],24520.638984589263,0,0.0,False,0,457.8085196666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,17,9,12,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,291,6867.127795,0.0450064999749884
15,3,True,0,15,2,3,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,16,15,290,fixed,15.0,0.036901000000000295,15,0,0,,,0,,37,0,,,272,wide15_22,[],25372.10315648184,0,0.0,False,,450.82804186666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,29,9,17,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,250,6762.420628,0.036924291984178126
8,4,True,0,8,1,2,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,16,15,347,fixed,15.0,0.04017499999999963,15,0,0,,0,0,1,43,0,3,2,329,packet_wide15_22,[],22583.15282376329,0,0.0,False,0,436.4420376,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,23,9,8,1,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,307,6546.630564,0.04021233395906165
15,4,True,0,15,1,4,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,18,15,325,fixed,20.0,0.04088400000000014,15,0,0,,,0,,37,0,,,305,wide20_22,[],25558.548530661163,0,0.0,False,,466.780647,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,3,22,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,281,7001.709705,0.0408992079901509
13,4,True,0,13,1,2,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,16,15,323,fixed,20.0,0.04451599999999978,15,0,0,,0,0,1,47,0,4,2,305,packet_wide20_22,[],24690.833745999225,0,0.0,False,0,454.9444499333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,19,3,21,1,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,283,6824.166749,0.04454404202988371
17,5,True,0,17,1,2,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,16,15,283,fixed,30.0,0.03856900000000074,15,0,0,,,0,,37,0,,,265,wide30_22,[],28384.677226755804,0,0.0,False,,488.2623630666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,24,3,20,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,7323.935446,0.03857716597849503
16,4,True,0,16,0,4,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,15,19,15,315,fixed,30.0,0.04328999999999894,15,0,0,,0,0,5,50,0,3,2,294,packet_wide30_22,[],32034.277776112252,0,0.0,False,0,548.8570370666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,26,5,24,5,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,8232.855556,0.04329495900310576
13,4,True,0,13,1,2,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,16,15,314,decay,20.0,0.042639000000001204,15,0,0,,0,0,1,47,0,4,2,296,packet_decay20_22,[],24353.372255005845,0,0.0,False,0,446.91162993333336,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,19,4,30,1,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,275,6703.674449,0.04273308301344514
22,6,True,0,22,1,6,2,uniform__adversarial-spatial__68,uniform__adversarial-spatial,14,20,15,320,first,30.0,0.046517000000001474,15,0,0,,0,0,5,55,0,6,6,298,packet_first30_22,[],31139.03826679733,0,0.0,False,0,538.3871768,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,24,7,24,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,268,8075.807652,0.04655266698682681
8,2,True,0,8,2,5,0,uniform__adversarial-spatial__68,uniform__adversarial-spatial,13,18,15,321,fixed,15.0,0.041983999999999355,15,0,0,,0,0,2,43,0,2,2,301,packet_f015_15_22,[],23744.596517619706,0,0.0,False,0,441.2612868,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,18,2,40,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,281,6618.919302,0.04200304200639948
13,4,True,0,13,3,4,1,uniform__adversarial-spatial__68,uniform__adversarial-spatial,12,16,15,284,fixed,10.0,0.03737699999999933,15,0,0,,,0,,37,0,,,266,wide_f05_10_22,[],26779.4242189697,0,0.0,False,,467.458989,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,25,10,23,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,248,7011.884835,0.03741966700181365
36,4,True,0,36,0,4,2,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,19,15,333,,,0.055564999999997866,15,0,0,,,0,,37,0,,,312,quarter22,[],24687.01359310164,0,0.0,False,,457.1601809333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,36,8,47,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,273,6857.402714,0.0556187080219388
16,0,True,0,16,0,4,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,19,15,315,,,0.05525599999999997,15,0,0,,0,0,4,53,0,5,5,294,packet_center22,[],23384.86961181095,0,0.0,False,0,433.66492773333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,31,3,42,4,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,271,6504.973916,0.05526891601039097
24,9,True,0,24,2,4,4,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,17,15,280,fixed,3.0,0.04302500000000009,15,0,0,,,0,,37,0,,,261,wide3_22,[],25019.580829477767,0,0.0,False,,441.19441093333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,23,3,41,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6617.916164,0.043097291025333107
17,8,True,0,17,2,5,3,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,18,15,289,fixed,3.0,0.04490299999999792,15,0,0,,0,0,2,49,0,7,4,269,packet_wide3_22,[],24162.8567759792,0,0.0,False,0,433.57142353333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,25,5,40,2,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,242,6503.571353,0.04491108300862834
17,4,True,0,17,1,4,2,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,18,15,271,fixed,5.0,0.04120500000000149,15,0,0,,,0,,37,0,,,251,wide5_22,[],24296.452252173014,0,0.0,False,,428.0860296,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,20,1,76,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,223,6421.290444,0.04121179098729044
16,5,True,0,16,1,3,2,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,17,15,283,fixed,5.0,0.046274999999997846,15,0,0,,0,0,1,50,0,6,4,264,packet_wide5_22,[],24416.327143569728,0,0.0,False,0,434.6176949333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,21,1,58,1,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,235,6519.265424,0.046349957992788404
15,4,True,0,15,1,2,1,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,16,15,329,fixed,10.0,0.04355599999999882,15,0,0,,,0,,37,0,,,311,wide10_22,[],24623.599381533364,0,0.0,False,,456.3146582,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,40,7,32,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6844.719873,0.043577208009082824
15,4,True,0,15,1,2,1,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,16,15,329,fixed,10.0,0.048633999999999844,15,0,0,,0,0,1,49,0,4,3,311,packet_wide10_22,[],24354.07119966788,0,0.0,False,0,452.7209491333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,40,7,33,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6790.814237,0.04865062498720363
15,5,True,0,15,2,6,1,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,19,15,295,fixed,15.0,0.042649000000000825,15,0,0,,,0,,37,0,,,274,wide15_22,[],26324.76811259308,0,0.0,False,,464.86357473333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,27,3,19,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6972.953621,0.042699792014900595
13,3,True,0,13,2,5,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,18,15,294,fixed,15.0,0.04662700000000086,15,0,0,,0,0,1,47,0,3,2,274,packet_wide15_22,[],25056.14702509144,0,0.0,False,0,447.7486269333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,28,1,19,1,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6716.229404,0.04670087498379871
13,1,True,0,13,0,2,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,17,15,318,fixed,20.0,0.042342000000001434,15,0,0,,,0,,37,0,,,299,wide20_22,[],25710.334680388863,0,0.0,False,,466.20446226666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,31,3,33,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,275,6993.066934,0.04234845901373774
5,0,True,0,5,1,1,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,15,15,261,fixed,20.0,0.04291700000000276,15,0,0,,0,0,2,42,0,2,2,244,packet_wide20_22,[],25748.298572679072,0,0.0,False,0,444.5773139333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,21,3,32,2,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6668.659709,0.042941958992742
12,3,True,0,12,2,4,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,17,15,287,fixed,30.0,0.03826600000000013,15,0,0,,,0,,37,0,,,268,wide30_22,[],26810.179795929253,0,0.0,False,,468.60239713333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,31,0,54,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,246,7029.035957,0.03832041600253433
11,2,True,0,11,2,4,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,17,15,266,fixed,30.0,0.04177100000000067,15,0,0,,0,0,3,46,0,3,2,247,packet_wide30_22,[],27374.744218500895,0,0.0,False,0,467.9299228,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,21,0,34,4,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,7018.948842,0.04178233403945342
13,2,True,0,13,3,4,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,12,16,15,323,decay,20.0,0.04667300000000196,15,0,0,,0,0,2,48,0,3,2,305,packet_decay20_22,[],24835.814586067376,0,0.0,False,0,456.7441944,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,30,6,27,2,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,281,6851.162916,0.04668999998830259
14,6,True,0,14,2,6,3,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,19,15,297,first,30.0,0.04140200000000149,15,0,0,,0,0,0,48,0,3,3,276,packet_first30_22,[],24950.014522707672,0,0.0,False,0,447.26686006666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,27,4,44,0,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,252,6709.002901,0.041420458001084626
6,0,True,0,6,1,2,0,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,16,15,242,fixed,15.0,0.03911199999999937,15,0,0,,0,0,1,43,0,2,2,224,packet_f015_15_22,[],24552.896571250054,0,0.0,False,0,420.9719541333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,24,0,31,1,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,206,6314.579312,0.039131333003751934
17,7,True,0,17,0,1,3,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,16,15,281,fixed,10.0,0.03852600000000095,15,0,0,,,0,,37,0,,,263,wide_f05_10_22,[],26977.53552323,0,0.0,False,,468.1671399333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,19,2,62,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,234,7022.507099,0.03854625002713874
14,4,True,0,14,0,2,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,12,10,328,,,0.031952000000000425,10,0,0,,,0,,32,0,,,314,quarter22,[],21912.05540901116,0,0.0,False,,629.5411076,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,15,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,287,6295.411076,0.03196220798417926
23,4,True,0,23,0,4,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,14,10,350,,,0.041389999999999816,10,0,0,,0,0,4,53,0,9,9,334,packet_center22,[],21000.865162481557,0,0.0,False,0,623.817303,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,13,4,13,4,31,10,ordinary,22,full_coverage_and_all_discovered_cleared,306,6238.17303,0.041427833028137684
14,7,True,0,14,1,3,3,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,12,10,328,fixed,3.0,0.03068900000000241,10,0,0,,,0,,32,0,,,314,wide3_22,[],22284.811766455536,0,0.0,False,,636.796235,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,15,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,285,6367.96235,0.030692791973706335
6,0,True,0,6,1,3,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,12,10,353,fixed,3.0,0.031919999999999504,10,0,0,,0,0,4,38,0,1,1,339,packet_wide3_22,[],21132.86870039752,0,0.0,False,0,629.3573736000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,34,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,316,6293.573736,0.031921583984512836
10,3,True,0,10,0,2,1,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,12,10,321,fixed,5.0,0.028607000000000937,10,0,0,,,0,,32,0,,,307,wide5_22,[],22198.920201071498,0,0.0,False,,631.4784036,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,17,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,284,6314.784036,0.02865558402845636
8,1,True,0,8,0,3,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,13,10,346,fixed,5.0,0.031791999999999376,10,0,0,,0,0,2,39,0,3,2,331,packet_wide5_22,[],20910.801946827036,0,0.0,False,0,620.6160382,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,0,30,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,310,6206.160382,0.031798915995750576
12,2,True,0,12,2,4,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,8,12,10,333,fixed,10.0,0.03049000000000035,10,0,0,,,0,,32,0,,,319,wide10_22,[],22418.178990695676,0,0.0,False,,643.1635794,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,12,0,12,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,6431.635794,0.030557584017515182
14,5,True,0,14,1,3,1,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,12,10,338,fixed,10.0,0.03235800000000211,10,0,0,,0,0,3,42,0,4,2,324,packet_wide10_22,[],21847.176826874114,0,0.0,False,0,634.8435362,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,2,11,3,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,303,6348.435362,0.032377875002566725
9,1,True,0,9,0,1,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,11,10,309,fixed,15.0,0.026192999999999245,10,0,0,,,0,,32,0,,,296,wide15_22,[],22720.903614421546,0,0.0,False,,635.1180719,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,12,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,274,6351.180719,0.026207791990600526
4,0,True,0,4,1,3,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,12,10,310,fixed,15.0,0.028558000000000305,10,0,0,,0,0,2,36,0,1,1,296,packet_wide15_22,[],20995.02349623697,0,0.0,False,0,601.1004693,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,72,2,14,10,ordinary,22,full_coverage_and_all_discovered_cleared,276,6011.004693,0.028600667021237314
9,1,True,0,9,0,1,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,11,10,309,fixed,20.0,0.028090999999999866,10,0,0,,,0,,32,0,,,296,wide20_22,[],22991.728235987703,0,0.0,False,,640.3345646,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,12,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,272,6403.345646,0.0281258340110071
6,1,True,0,6,1,3,0,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,12,10,329,fixed,20.0,0.03039799999999815,10,0,0,,0,0,1,37,0,3,2,315,packet_wide20_22,[],22250.56542698234,0,0.0,False,0,637.611308,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,46,2,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6376.11308,0.030456957989372313
